CSI_SITE_HANDLE,CSI_ADDRESS_ID,CSI_CORE_SITE_ID,CSI_CUST_HANDLE,CSI_ORDER_HANDLE,CSI_SERVICEHANDLE,CSI_USID,CSI_SERVICEELEMENTCLASS,GOLD_SITE_CODE,GOLD_ADDRESS_ID,GOLD_CORE_SITE_ID,GOLD_STATUS,GOLD_ICO,IS_AVAILABLE_AFTER_ADD_WHITESPACE
BI-Finland-Hels-SPOKE->Stockholm,,,5682,26396,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BI-Finland-Hels-SPOKE->Stockholm,,,0,5682,CSI_SITEHANDLE_FOUND_IN_GOLD
AUAB1121-2,,,1121,22709,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,AUAB1121-2,,,0,1121,CSI_SITEHANDLE_FOUND_IN_GOLD
MILB9175-2,,,9175,24075,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MILB9175-2,,,0,9175,CSI_SITEHANDLE_FOUND_IN_GOLD
PART02,,,35503,25719,IP_VPN,NOT REQUIRED,NOT REQUIRED,PART02,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
SAOB1990-1,,,1990,13754,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SAOB1990-1,,,0,1990,CSI_SITEHANDLE_FOUND_IN_GOLD
5603- MCS N??rnberg,,,5693,22774,IP_VPN,NOT REQUIRED,NOT REQUIRED,,,,,,CSI_SITEHANDLE_NOT_FOUND_IN_GOLD
ZNVB8020-1,,,8020,14815,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,ZNVB8020-1,,,0,8020,CSI_SITEHANDLE_FOUND_IN_GOLD
Castellon,,,35488,31578,IP_VPN,NOT REQUIRED,NOT REQUIRED,Castellon,,,0,35488,CSI_SITEHANDLE_FOUND_IN_GOLD
Kompania Piwowarska SA,,,11095,25835,IP_VPN,NOT REQUIRED,NOT REQUIRED,Kompania Piwowarska SA,,,0,11095,CSI_SITEHANDLE_FOUND_IN_GOLD
Epson Dublin,,,26536,19986,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Epson Dublin,,,0,26536,CSI_SITEHANDLE_FOUND_IN_GOLD
PM-Ukraine-Kiev-HUB,,,30075,27112,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,PM-Ukraine-Kiev-HUB,,,0,30075,CSI_SITEHANDLE_FOUND_IN_GOLD
Citibank AG02,,,38994,14932,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Citibank AG02,,,0,38994,CSI_SITEHANDLE_FOUND_IN_GOLD
hanjin-usa-NYCBM(Elizabeth),,,661444,20749,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,hanjin-usa-NYCBM(Elizabeth),,,0,661444,CSI_SITEHANDLE_FOUND_IN_GOLD
NZMP (SEA) Pte Ltd. (JKT3),,,9528,26798,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,NZMP (SEA) Pte Ltd. (JKT3),,,0,9528,CSI_SITEHANDLE_FOUND_IN_GOLD
Penang-Morrison,,,1909,27732,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Penang-Morrison,,,0,1909,CSI_SITEHANDLE_FOUND_IN_GOLD
SWITZERLAND 01,,,36616,15696,IP_VPN,NOT REQUIRED,NOT REQUIRED,SWITZERLAND 01,,,0,36616,CSI_SITEHANDLE_FOUND_IN_GOLD
BHPB-160,,,4655,19345,IP_VPN,NOT REQUIRED,NOT REQUIRED,BHPB-160,,,0,4655,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0284 BEARUS33A1,,,2646,15212,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0284 BEARUS33A1,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0326 FVLBNL22A,,,2646,20281,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0326 FVLBNL22A,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
Compaq,,,6077,24245,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Compaq,,,0,6077,CSI_SITEHANDLE_FOUND_IN_GOLD
Indonesia-2,,,1508,20454,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Indonesia-2,,,0,1508,CSI_SITEHANDLE_FOUND_IN_GOLD
TEA,,,9396,29197,IP_VPN,NOT REQUIRED,NOT REQUIRED,TEA,,,0,9396,CSI_SITEHANDLE_FOUND_IN_GOLD
PRGB7995-1,,,7995,28600,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,PRGB7995-1,,,0,7995,CSI_SITEHANDLE_FOUND_IN_GOLD
DENB9701-1,,,9701,17231,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,DENB9701-1,,,0,9701,CSI_SITEHANDLE_FOUND_IN_GOLD
New1,,,1702,16936,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,New1,,,0,1702,CSI_SITEHANDLE_FOUND_IN_GOLD
Qingdao-1799,,,1799,25499,IP_VPN,NOT REQUIRED,NOT REQUIRED,Qingdao-1799,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
Gothemburg Ex C & W,,,1799,25461,IP_VPN,NOT REQUIRED,NOT REQUIRED,Gothemburg Ex C & W,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
BUEB2530-1,,,2530,17610,IP_VPN,NOT REQUIRED,NOT REQUIRED,BUEB2530-1,,,0,2530,CSI_SITEHANDLE_FOUND_IN_GOLD
Chicago_012417,MAG5102672,MSG5102702,9396,16128,IP_VPN,NOT REQUIRED,NOT REQUIRED,Chicago_012417,MAG5102672,MSG5102702,0,683512,CSI_SITEHANDLE_FOUND_IN_GOLD
ZRHB3739-35,CI00003428,CI00003411,3739,28156,IP_VPN,NOT REQUIRED,NOT REQUIRED,ZRHB3739-35,CI00003428,CI00003411,0,3739,CSI_SITEHANDLE_FOUND_IN_GOLD
Dielingen,,,36421,29096,IP_VPN,NOT REQUIRED,NOT REQUIRED,Dielingen,,,0,36421,CSI_SITEHANDLE_FOUND_IN_GOLD
SINB1258-12,,,1258,28296,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SINB1258-12,,,0,1258,CSI_SITEHANDLE_FOUND_IN_GOLD
Tuscola new location,MAG5315204,MSG5315505,3913,25212,IP_VPN,NOT REQUIRED,NOT REQUIRED,Tuscola new location,MAG5315204,MSG5315505,0,3913,CSI_SITEHANDLE_FOUND_IN_GOLD
"SLOVENIA, Ljubljana",,,9594,25181,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,"SLOVENIA, Ljubljana",,,0,9594,CSI_SITEHANDLE_FOUND_IN_GOLD
BHFM GREECE 1,,,35685,68805,IP_VPN,NOT REQUIRED,NOT REQUIRED,BHFM GREECE 1,,,0,35685,CSI_SITEHANDLE_FOUND_IN_GOLD
COL-BQUILLA-0001,,,40636,24901,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,COL-BQUILLA-0001,,,0,40636,CSI_SITEHANDLE_FOUND_IN_GOLD
Istanbul1,,,35660,56811,IP_VPN,NOT REQUIRED,NOT REQUIRED,Istanbul1,,,0,35660,CSI_SITEHANDLE_FOUND_IN_GOLD
Hitachi/Yusen Yokohama,,,2018,29287,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Hitachi/Yusen Yokohama,,,0,2018,CSI_SITEHANDLE_FOUND_IN_GOLD
TYOB9766-1,,,9766,27340,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,TYOB9766-1,,,0,9766,CSI_SITEHANDLE_FOUND_IN_GOLD
K&N-BKK,CI00036908,CI00036708,7735,29582,IP_VPN,NOT REQUIRED,NOT REQUIRED,K&N-BKK,CI00036908,CI00036708,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
HOC,,,2811,30018,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,HOC,,,0,2811,CSI_SITEHANDLE_FOUND_IN_GOLD
CPHL08,,,7863,26967,ATM,NOT REQUIRED,NOT REQUIRED,CPHL08,,,0,7863,CSI_SITEHANDLE_FOUND_IN_GOLD
SEMH-Hungary,,,30792,49085,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,SEMH-Hungary,,,0,30792,CSI_SITEHANDLE_FOUND_IN_GOLD
SEMG-Darmstadt,,,30792,49082,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,SEMG-Darmstadt,,,0,30792,CSI_SITEHANDLE_FOUND_IN_GOLD
Samsung-Almada/Portugal,,,30792,49084,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Samsung-Almada/Portugal,,,0,30792,CSI_SITEHANDLE_FOUND_IN_GOLD
BEGB5887-1,,,5887,39964,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,BEGB5887-1,,,0,5887,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0328 STOLNL2AA1,,,2646,20288,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0328 STOLNL2AA1,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
K&N-SIN,,,7735,15048,IP_VPN,NOT REQUIRED,NOT REQUIRED,K&N-SIN,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
"VWR, Hilperstr, DA",,,7315,29635,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,"VWR, Hilperstr, DA",,,0,7315,CSI_SITEHANDLE_FOUND_IN_GOLD
ZRHB2479-7,CI00012039,CI00011968,2479,29598,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,ZRHB2479-7,CI00012039,CI00011968,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
HSBC - Alpha Bank,,,9394,22685,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,HSBC - Alpha Bank,,,0,9394,CSI_SITEHANDLE_FOUND_IN_GOLD
ROMB7152-1,,,7152,39879,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,ROMB7152-1,,,0,7152,CSI_SITEHANDLE_FOUND_IN_GOLD
Thailand - Bangkok (BAN),CI00000458,CI00000458,4142,29649,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Thailand - Bangkok (BAN),CI00000458,CI00000458,0,36572,CSI_SITEHANDLE_FOUND_IN_GOLD
NYCB1969-7,,,1969,26417,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,NYCB1969-7,,,0,1969,CSI_SITEHANDLE_FOUND_IN_GOLD
GDLB5831-1,MAG5315821,MSG5316145,5831,38371,IP_VPN,NOT REQUIRED,NOT REQUIRED,GDLB5831-1,MAG5315821,MSG5316145,0,5831,CSI_SITEHANDLE_FOUND_IN_GOLD
Brignano,,,9319,29766,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Brignano,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0323 BCITUS33A2,,,2646,19083,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0323 BCITUS33A2,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
"Stockholm, Adm",,,33169,30795,IP_VPN,NOT REQUIRED,NOT REQUIRED,"Stockholm, Adm",,,0,33169,CSI_SITEHANDLE_FOUND_IN_GOLD
Hochtief Warsaw2,,,7712,24685,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Hochtief Warsaw2,,,0,7712,CSI_SITEHANDLE_FOUND_IN_GOLD
Bejing Oriental Plaza,,,2479,30577,IP_VPN,NOT REQUIRED,NOT REQUIRED,Bejing Oriental Plaza,,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
Aldeasa Madeira,,,4229,31016,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Aldeasa Madeira,,,0,4229,CSI_SITEHANDLE_FOUND_IN_GOLD
Soc Gen,,,2198,31066,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Soc Gen,,,0,2198,CSI_SITEHANDLE_FOUND_IN_GOLD
Kaysersberg,,,3939,23065,IP_VPN,NOT REQUIRED,NOT REQUIRED,Kaysersberg,,,0,3939,CSI_SITEHANDLE_FOUND_IN_GOLD
BWUB2669-4,,,2669,30621,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BWUB2669-4,,,0,2669,CSI_SITEHANDLE_FOUND_IN_GOLD
K&N-BKK,CI00036908,CI00036708,7735,15733,IP_VPN,NOT REQUIRED,NOT REQUIRED,K&N-BKK,CI00036908,CI00036708,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 CA IB Warszawa,,,11075,30020,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,11075 CA IB Warszawa,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
Petro-Canada/Veba Oil&Gas,,,6124,24991,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Petro-Canada/Veba Oil&Gas,,,0,6124,CSI_SITEHANDLE_FOUND_IN_GOLD
KN Verona 2,,,9319,20399,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,KN Verona 2,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
WAWB2479-1,,,2479,30389,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,WAWB2479-1,,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
F - Beauvais,,,5693,30185,IP_VPN,NOT REQUIRED,NOT REQUIRED,F - Beauvais,,,0,5693,CSI_SITEHANDLE_FOUND_IN_GOLD
ANCB9433-13,,,9433,28629,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,ANCB9433-13,,,0,9433,CSI_SITEHANDLE_FOUND_IN_GOLD
Cog-Ontario-Member,,,9394,20845,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Cog-Ontario-Member,,,0,9394,CSI_SITEHANDLE_FOUND_IN_GOLD
Philips France,,,7649,13908,IP_VPN,NOT REQUIRED,NOT REQUIRED,Philips France,,,0,7649,CSI_SITEHANDLE_FOUND_IN_GOLD
PBRU069,,,4634,41025,IP_VPN,NOT REQUIRED,NOT REQUIRED,PBRU069,,,0,4634,CSI_SITEHANDLE_FOUND_IN_GOLD
HP Philippines Makati,,,40627,47944,IP_VPN,NOT REQUIRED,NOT REQUIRED,HP Philippines Makati,,,0,40627,CSI_SITEHANDLE_FOUND_IN_GOLD
BOGOR,,,6373,38417,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,BOGOR,,,0,6373,CSI_SITEHANDLE_FOUND_IN_GOLD
Hartford Asylum,,,2479,28750,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Hartford Asylum,,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
BRU3,,,28358,29097,IP_VPN,NOT REQUIRED,NOT REQUIRED,BRU3,,,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
5693 IT-Milano Via Colonna,,,5693,22764,IP_VPN,NOT REQUIRED,NOT REQUIRED,5693 IT-Milano Via Colonna,,,0,5693,CSI_SITEHANDLE_FOUND_IN_GOLD
IEVB7955-1,,,7955,16504,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,IEVB7955-1,,,0,7955,CSI_SITEHANDLE_FOUND_IN_GOLD
DELB3964-1,,,3964,29974,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,DELB3964-1,,,0,3964,CSI_SITEHANDLE_FOUND_IN_GOLD
Dralion-Hartford,,,7639,24327,IP_VPN,NOT REQUIRED,NOT REQUIRED,Dralion-Hartford,,,0,7639,CSI_SITEHANDLE_FOUND_IN_GOLD
DUBB8106-1,,,8106,30592,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,DUBB8106-1,,,0,8106,CSI_SITEHANDLE_FOUND_IN_GOLD
BHPB-228,,,4655,46021,IP_VPN,NOT REQUIRED,NOT REQUIRED,BHPB-228,,,0,4655,CSI_SITEHANDLE_FOUND_IN_GOLD
ISTMIL01,,,28217,31769,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,ISTMIL01,,,0,28217,CSI_SITEHANDLE_FOUND_IN_GOLD
CFCI-Tokyo1,,,5158,28462,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CFCI-Tokyo1,,,0,5158,CSI_SITEHANDLE_FOUND_IN_GOLD
Korea-Morrison,,,1909,30856,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Korea-Morrison,,,0,1909,CSI_SITEHANDLE_FOUND_IN_GOLD
SELB6253-2,,,6253,67998,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SELB6253-2,,,0,6253,CSI_SITEHANDLE_FOUND_IN_GOLD
SELB6253-1,,,6253,67996,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SELB6253-1,,,0,6253,CSI_SITEHANDLE_FOUND_IN_GOLD
AMMB1508-2,,,1508,31637,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,AMMB1508-2,,,0,1508,CSI_SITEHANDLE_FOUND_IN_GOLD
RCBB4655-1,,,4655,32332,IP_VPN,NOT REQUIRED,NOT REQUIRED,RCBB4655-1,,,0,4655,CSI_SITEHANDLE_FOUND_IN_GOLD
ZRHB2479-13,,,2479,27437,IP_VPN,NOT REQUIRED,NOT REQUIRED,ZRHB2479-13,,,0,2479,CSI_SITEHANDLE_FOUND_IN_GOLD
Nieuwegein_241599,MAY4128039,MSY4132851,9319,31926,IP_VPN,NOT REQUIRED,NOT REQUIRED,Nieuwegein_241599,MAY4128039,MSY4132851,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
DISaoPaulo,,,36686,13151,IP_VPN,NOT REQUIRED,NOT REQUIRED,DISaoPaulo,,,0,36686,CSI_SITEHANDLE_FOUND_IN_GOLD
CZECK REPUBL. 01,,,36616,15586,IP_VPN,NOT REQUIRED,NOT REQUIRED,CZECK REPUBL. 01,,,0,36616,CSI_SITEHANDLE_FOUND_IN_GOLD
Petro Canada/Veba Oil&Gas,,,6124,23521,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Petro Canada/Veba Oil&Gas,,,0,6124,CSI_SITEHANDLE_FOUND_IN_GOLD
MELB1034-1,,,10340,28679,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,MELB1034-1,,,0,10340,CSI_SITEHANDLE_FOUND_IN_GOLD
MONFRA1,CI00046452,CI00046182,26597,44065,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,MONFRA1,CI00046452,CI00046182,0,26597,CSI_SITEHANDLE_FOUND_IN_GOLD
SZVB5726-5,,,5726,25449,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SZVB5726-5,,,0,5726,CSI_SITEHANDLE_FOUND_IN_GOLD
LGE-London,,,2603,26629,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,LGE-London,,,0,2603,CSI_SITEHANDLE_FOUND_IN_GOLD
MAJ,,,28358,25931,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,MAJ,,,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
9813 - Budapest (Marka 1),,,9813,29776,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,9813 - Budapest (Marka 1),,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
New Malden,,,41310,65792,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,New Malden,,,0,41310,CSI_SITEHANDLE_FOUND_IN_GOLD
ICTB7863-1,,,7863,30494,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,ICTB7863-1,,,0,7863,CSI_SITEHANDLE_FOUND_IN_GOLD
Jakarta,MA12002982,MS12002947,4988,32235,IP_VPN,NOT REQUIRED,NOT REQUIRED,Jakarta,MA12002982,MS12002947,0,23542,CSI_SITEHANDLE_FOUND_IN_GOLD
AMS new,MAG5101340,MSG5101349,3686,23355,IP_VPN,NOT REQUIRED,NOT REQUIRED,AMS new,MAG5101340,MSG5101349,0,3686,CSI_SITEHANDLE_FOUND_IN_GOLD
RIOB4584-3,,,4584,14802,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,RIOB4584-3,,,0,4584,CSI_SITEHANDLE_FOUND_IN_GOLD
2426 - Portland,,,2426,29865,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,2426 - Portland,,,0,2426,CSI_SITEHANDLE_FOUND_IN_GOLD
UK Equant ERM Center,,,39464,18623,IP_VPN,NOT REQUIRED,NOT REQUIRED,UK Equant ERM Center,,,0,39464,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-BO-La Paz,MA09012959,MS09012778,9656,16330,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-BO-La Paz,MA09012959,MS09012778,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
9813 - Arad,,,9813,29874,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,9813 - Arad,,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
Upper Hutt,MAG4316939,MSG4317213,39464,25104,IP_VPN,NOT REQUIRED,NOT REQUIRED,Upper Hutt,MAG4316939,MSG4317213,0,39464,CSI_SITEHANDLE_FOUND_IN_GOLD
"Riga, Embassy",MAG4102044,MSG4102084,33169,23274,IP_VPN,NOT REQUIRED,NOT REQUIRED,"Riga, Embassy",MAG4102044,MSG4102084,0,33169,CSI_SITEHANDLE_FOUND_IN_GOLD
DIAppingedam,,,36686,13158,IP_VPN,NOT REQUIRED,NOT REQUIRED,DIAppingedam,,,0,36686,CSI_SITEHANDLE_FOUND_IN_GOLD
MSQB7955-1,,,7955,16498,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MSQB7955-1,,,0,7955,CSI_SITEHANDLE_FOUND_IN_GOLD
F - Moulins,,,5693,15565,IP_VPN,NOT REQUIRED,NOT REQUIRED,F - Moulins,,,0,5693,CSI_SITEHANDLE_FOUND_IN_GOLD
MTYB9231-1,,,9231,13957,IP_VPN,NOT REQUIRED,NOT REQUIRED,MTYB9231-1,,,0,9231,CSI_SITEHANDLE_FOUND_IN_GOLD
KOSTAL GERMANY,,,2362,26987,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,KOSTAL GERMANY,,,0,2362,CSI_SITEHANDLE_FOUND_IN_GOLD
Marsta,,,2276,32041,IP_VPN,NOT REQUIRED,NOT REQUIRED,Marsta,,,0,2276,CSI_SITEHANDLE_FOUND_IN_GOLD
Ylstontie,,,2276,32040,IP_VPN,NOT REQUIRED,NOT REQUIRED,Ylstontie,,,0,2276,CSI_SITEHANDLE_FOUND_IN_GOLD
10492Stockholm,,,10492,28721,IP_VPN,NOT REQUIRED,NOT REQUIRED,10492Stockholm,,,0,10492,CSI_SITEHANDLE_FOUND_IN_GOLD
Baxter Fin Services,,,9394,32512,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Baxter Fin Services,,,0,9394,CSI_SITEHANDLE_FOUND_IN_GOLD
adidas-Salomon AG,,,9813,30151,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,adidas-Salomon AG,,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
9813 - London,,,9813,29957,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,9813 - London,,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
36421-FR-St. Denis les Sens,,,36421,19886,IP_VPN,NOT REQUIRED,NOT REQUIRED,36421-FR-St. Denis les Sens,,,0,36421,CSI_SITEHANDLE_FOUND_IN_GOLD
MELB23346-1,,,23346,32670,IP_VPN,NOT REQUIRED,NOT REQUIRED,MELB23346-1,,,0,23346,CSI_SITEHANDLE_FOUND_IN_GOLD
10492_Prague,,,10492,28706,IP_VPN,NOT REQUIRED,NOT REQUIRED,10492_Prague,,,1,10492,CSI_SITEHANDLE_FOUND_IN_GOLD
Le Meridien York,,,1901,20206,IP_VPN,NOT REQUIRED,NOT REQUIRED,Le Meridien York,,,0,1901,CSI_SITEHANDLE_FOUND_IN_GOLD
ShenZhen-TestRite,,,7960,30727,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,ShenZhen-TestRite,,,0,7960,CSI_SITEHANDLE_FOUND_IN_GOLD
BMS-Morocco,,,6084,21071,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,BMS-Morocco,,,0,6084,CSI_SITEHANDLE_FOUND_IN_GOLD
CEXXON-HarbourFront,,,23651,32859,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CEXXON-HarbourFront,,,0,23651,CSI_SITEHANDLE_FOUND_IN_GOLD
CTUB2273-1,,,2273,20565,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CTUB2273-1,,,0,2273,CSI_SITEHANDLE_FOUND_IN_GOLD
CT Skaramanga,,,32016,26445,IP_VPN,NOT REQUIRED,NOT REQUIRED,CT Skaramanga,,,0,32016,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Bank Sao Paulo MCS 2,,,1668,28426,IP_VPN,NOT REQUIRED,NOT REQUIRED,ING Bank Sao Paulo MCS 2,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
Leidshendam/Den Haag,,,9503,35015,IP_VPN,NOT REQUIRED,NOT REQUIRED,Leidshendam/Den Haag,,,0,9503,CSI_SITEHANDLE_FOUND_IN_GOLD
ING EC Amsterdam,,,1668,28913,IP_VPN,NOT REQUIRED,NOT REQUIRED,ING EC Amsterdam,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
MANB5108-52,,,5108,33957,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MANB5108-52,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
ING Direct Toronto,,,1668,30660,IP_VPN,NOT REQUIRED,NOT REQUIRED,ING Direct Toronto,,,0,1668,CSI_SITEHANDLE_FOUND_IN_GOLD
TYOT04,,,35503,42735,IP_VPN,NOT REQUIRED,NOT REQUIRED,TYOT04,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
FRANCIA 02,,,36616,14618,IP_VPN,NOT REQUIRED,NOT REQUIRED,FRANCIA 02,,,0,36616,CSI_SITEHANDLE_FOUND_IN_GOLD
PSAB1799-1,,,1799,41353,IP_VPN,NOT REQUIRED,NOT REQUIRED,PSAB1799-1,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
BNET02,,,35503,41931,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,BNET02,,,0,35503,CSI_SITEHANDLE_FOUND_IN_GOLD
DIRIO3,,,36686,26782,IP_VPN,NOT REQUIRED,NOT REQUIRED,DIRIO3,,,0,36686,CSI_SITEHANDLE_FOUND_IN_GOLD
BHXB5108-7,,,5108,34407,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BHXB5108-7,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
GLAB5108-4,,,5108,34691,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,GLAB5108-4,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
DNTR/Denso,,,36831,40995,IP_VPN,NOT REQUIRED,NOT REQUIRED,DNTR/Denso,,,0,36831,CSI_SITEHANDLE_FOUND_IN_GOLD
TX-BRU,,,32016,25264,IP_VPN,NOT REQUIRED,NOT REQUIRED,TX-BRU,,,0,32016,CSI_SITEHANDLE_FOUND_IN_GOLD
Cochin,,,1799,39913,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Cochin,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
