ORANGE_SITENAME,ADDRESS_ID,CORE_SITE_ID,SITECODE,UPDATED_SITECODE,UPDATED_ORANGE_SITENAME
4013_ISR_Be'er Sheva_001,CI00050259,CI00049948,Be'er Sheva_065584,Beer Sheva_065584_SC,4013_ISR_Be'er Sheva_001
25136_USA_O'Neill_00001,MAY4131514,MSY4136326,O' Neill_082290,O Neill_082290_SC,25136_USA_O'Neill_00001
1342526335,MAY4145415,MSY4160435,Sana'a_063506,Sanaa_063506_SC,1342526335
25136_USA_O'Neill_00002,MAY4131515,MSY4136327,O' Neill_082291,O Neill_082291_SC,25136_USA_O'Neill_00002
1859_YEM_Sana'a_001,CI00047441,CI00047156,Sana'a_062486,Sanaa_062486_SC,1859_YEM_Sana'a_001
28776_BEL_Braine-l'Alleud_00001_MIG_001,MAY7104328,MSY7104328,Braine-l'Alleud_077951,Braine-lAlleud_077951_SC,28776_BEL_Braine-l'Alleud_00001_MIG_001
4013_CAN_St John's_001,CI00049732,CI00049425,St John's_064985,St Johns_064985_SC,4013_CAN_St John's_001
677231_BRA_Mirassol D'Oeste_001,CI00049880,CI00049571,Mirassol D'Oeste_065152,Mirassol DOeste_065152_SC,677231_BRA_Mirassol D'Oeste_001
677231_BRA_Glória d'Oeste_001,CI00049976,CI00049665,Glória d'Oeste_065259,Glória dOeste_065259_SC,677231_BRA_Glória d'Oeste_001
387_YEM_Sana'a_002,CI00050245,CI00049934,Sana'a_065570,Sanaa_065570_SC,387_YEM_Sana'a_002
35066_BRA_Santa Barbara D'Oeste_00001,MAY4178175,MSY4193195,Santa Barbara D'Oeste_095666,Santa Barbara DOeste_095666_SC,35066_BRA_Santa Barbara D'Oeste_00001
10077_CAN_Lakeside_00001,MAY7120616,MSY7120616,St. Mary's_093840,St. Marys_093840_SC,10077_CAN_Lakeside_00001
670409_AUS_Frenchs Forest_00001,MAY8186797,MSY8185685,French's Forest (Fairf_091794,Frenchs Forest (Fairf_091794_SC,670409_AUS_Frenchs Forest_00001
45523_USA_Chicago_00001_MIG,MAY4133038,MSY4148058,Chicago - O'Hare Intl_085251,Chicago - OHare Intl_085251_SC,45523_USA_Chicago_00001_MIG
5647_CAN_Baie-d'Urfe_00001,MAY8185678,MSY8184566,Baie-d'Urfe_094770,Baie-dUrfe_094770_SC,5647_CAN_Baie-d'Urfe_00001
1342335201,MAY4145435,MSY4160455,O'Fallon_088002,OFallon_088002_SC,1342335201
40178_FRA_Villeneuve-d'Olmes_00001,MA10007348,MS10007072,Villeneuve-d'Olmes_097541,Villeneuve-dOlmes_097541_SC,40178_FRA_Villeneuve-d'Olmes_00001
EMEA149 - incorrect,MA50000080,MS50000082,L'Arboç_099700,LArboç_099700_SC,EMEA149 - incorrect
7294_CAN_Saint John's_00001,MAY8190866,MSY8189754,Saint John's_094951,Saint Johns_094951_SC,7294_CAN_Saint John's_00001
40178_FRA_Bourbon-l'Archambault_00001,MA10007638,MS10007338,Bourbon-l'Archambault_099898,Bourbon-lArchambault_099898_SC,40178_FRA_Bourbon-l'Archambault_00001
FRCHD66 - ST_MARTIN_D_HERES,CI00059604,CI00059224,Saint-Martin-d'Hères_102565,Saint-Martin-dHères_102565_SC,FRCHD66 - ST_MARTIN_D_HERES
39398_UKR_Kyivs'ka oblast_005,CI00057478,CI00057111,Kyivs'ka oblast_100270,Kyivska oblast_100270_SC,39398_UKR_Kyivs'ka oblast_005
FRCHF0198 - SAINT CHELY D'APCH,MA10007795,MS10007493,aint-Chély-d'Apcher_097525,aint-Chély-dApcher_097525_SC,FRCHF0198 - SAINT CHELY D'APCH
675545_FRA_Villeneuve-d'Ascq_001,CI00060383,CI00059988,Villeneuve-d'Ascq_103418,Villeneuve-dAscq_103418_SC,675545_FRA_Villeneuve-d'Ascq_001
23651_BMU_St.George's_00001,MA10001648,MS10001607,St.George's_106490,St.Georges_106490_SC,23651_BMU_St.George's_00001
680233_CHN_Xi'an_001,CI00054551,CI00054199,Xi'an_097438,Xian_097438_SC,680233_CHN_Xi'an_001
674826_CAN_St. John's_001,CI00056838,CI00056473,St. John's_099609,St. Johns_099609_SC,674826_CAN_St. John's_001
671444_ISR_Ra'anana_001,CI00057363,CI00056997,Ra'anana_100142,Raanana_100142_SC,671444_ISR_Ra'anana_001
_DEDUP_33960_BEL_Braine-l'Alleud_00003_,CI00058299,CI00057923,Braine-l'Alleud_101126,Braine-lAlleud_101126_SC,_DEDUP_33960_BEL_Braine-l'Alleud_00003_
540_CHN_Xi'an_00001,MAY5142636,MSY5141524,Xi'an_098357,Xian_098357_SC,540_CHN_Xi'an_00001
VESUVUA001,MA16004565,MS16004457,Dnipropetrovs'k_106850,Dnipropetrovsk_106850_SC,VESUVUA001
5647_CAN_Baie-d'Urfe_00002,MAY8185679,MSY8184567,Baie-d'Urfe_094771,Baie-dUrfe_094771_SC,5647_CAN_Baie-d'Urfe_00002
53_CHN_Xi'an_001,CI00061218,CI00060805,Xi'an_105639,Xian_105639_SC,53_CHN_Xi'an_001
28358_UKR_Simferopol'_001,CI00057970,CI00057597,Simferopol'_100721,Simferopol_100721_SC,28358_UKR_Simferopol'_001
43535_USA_Toms River_00001,MAY8184741,MSY8183629,Tom's River_091830,Toms River_091830_SC,43535_USA_Toms River_00001
40178_FRA_Fontaine-l'Abbé_00001,MA10007819,MS10007517,Fontaine-l'Abbé_099900,Fontaine-lAbbé_099900_SC,40178_FRA_Fontaine-l'Abbé_00001
40178_FRA_Villeneuve-l'Archevêque_001,CI00059236,CI00058858,Villeneuve-l'Archevêque_102113,Villeneuve-lArchevêque_102113_SC,40178_FRA_Villeneuve-l'Archevêque_001
9319_FRA_Saint-Médard-d'Eyrans_001,CI00057600,CI00057233,Saint-Médard-d'Eyrans_100382,Saint-Médard-dEyrans_100382_SC,9319_FRA_Saint-Médard-d'Eyrans_001
DJA_TD_001,CI00053550,CI00053209,N'Djamena_096399,NDjamena_096399_SC,DJA_TD_001
_DEDUP_33960_BEL_Braine-l'Alleud_00004_,CI00058561,CI00058185,Braine-l'Alleud_101379,Braine-lAlleud_101379_SC,_DEDUP_33960_BEL_Braine-l'Alleud_00004_
540_CHN_Xi'an_003,CI00060259,CI00059867,Xi'an_103273,Xian_103273_SC,540_CHN_Xi'an_003
28734_CAN_St John's_00001,MA09001935,MS09001868,St John's_106436,St Johns_106436_SC,28734_CAN_St John's_00001
1859_TON_Nuku'alofa_001,CI00058661,CI00058284,Nuku'alofa_101487,Nukualofa_101487_SC,1859_TON_Nuku'alofa_001
40178_FRA_Aire-sur-l'Adour_001,CI00059135,CI00058757,Aire-sur-l'Adour_101999,Aire-sur-lAdour_101999_SC,40178_FRA_Aire-sur-l'Adour_001
MNTCA02N,MA09002842,MS09002771,Baie-D'Urfe_106577,Baie-DUrfe_106577_SC,MNTCA02N
"_DEDUP_43233_ATG_St. John's,_001_DEDUP_",CI00058638,CI00058262,"St. John's,_101463","St. Johns,_101463_SC","_DEDUP_43233_ATG_St. John's,_001_DEDUP_"
683238_TCD_N'Djamena_001,CI00058785,CI00058407,N'Djamena_101627,NDjamena_101627_SC,683238_TCD_N'Djamena_001
_DEDUP_39398_UKR_Kyivs'ka oblast_001_DE,CI00056545,CI00056180,Kyivs'ka oblast_099219,Kyivska oblast_099219_SC,_DEDUP_39398_UKR_Kyivs'ka oblast_001_DE
FRCHF0323 - SAINT PIERRE D IRU,MA10007831,MS10007529,Saint-Pierre-d'Irube_101680,Saint-Pierre-dIrube_101680_SC,FRCHF0323 - SAINT PIERRE D IRU
36572_MLT_Ta' Xbiex_00001,MA12002193,MS12002179,Ta' Xbiex_101682,Ta Xbiex_101682_SC,36572_MLT_Ta' Xbiex_00001
683195_CHN_Xi'an_001,BLA0000136,BLS0000136,Xi'an_103632,Xian_103632_SC,683195_CHN_Xi'an_001
UA-DNEPROPETROVSK-DEPOT-PMI-PMUA,CI00056581,CI00056216,Dnipropetrovs'k_099258,Dnipropetrovsk_099258_SC,UA-DNEPROPETROVSK-DEPOT-PMI-PMUA
218_GRD_St. George's_001,CI00054269,CI00053918,St. George's_097131,St. Georges_097131_SC,218_GRD_St. George's_001
32509_BMU_St. George's GE CX_001,CI00054456,CI00054104,St. George's GE CX_097309,St. Georges GE CX_097309_SC,32509_BMU_St. George's GE CX_001
40178_FRA_Les Sables-d'Olonne_00002,MA10007880,MS10007572,Les Sables-d'Olonne_100456,Les Sables-dOlonne_100456_SC,40178_FRA_Les Sables-d'Olonne_00002
33960_BEL_Braine-l'Alleud_00002,MAY5138347,MSY5137235,BRAINE L'ALLEUD_101377,BRAINE LALLEUD_101377_SC,33960_BEL_Braine-l'Alleud_00002
660196_ITA_Sant'Olcese_001,CI00057900,CI00057531,Sant'Olcese_100656,SantOlcese_100656_SC,660196_ITA_Sant'Olcese_001
"43233_ATG_St. John's,_002",CI00058640,CI00058264,St. John's_101465,St. Johns_101465_SC,"43233_ATG_St. John's,_002"
SAN_YE_001,CI00054597,CI00054245,Sana'a_097490,Sanaa_097490_SC,SAN_YE_001
40178_FRA_Les Sables-d'Olonne_00001,MA10007879,MS10007571,Les Sables-d'Olonne_100455,Les Sables-dOlonne_100455_SC,40178_FRA_Les Sables-d'Olonne_00001
UA206 Dnipropetrovsk_MS18003995,MA18004110,MS18003995,Dnipropetrovs'k_108596,Dnipropetrovsk_108596_SC,UA206 Dnipropetrovsk_MS18003995
40178_FRA_Les Aix-d'Angillon_00001,MA10007741,MS10007439,Les Aix-d'Angillon_112792,Les Aix-dAngillon_112792_SC,40178_FRA_Les Aix-d'Angillon_00001
40978_FRA_Champagne-au-Mont-d'Or_00001,MA09014424,MS09014204,Champagne-au-Mont-d'Or_113398,Champagne-au-Mont-dOr_113398_SC,40978_FRA_Champagne-au-Mont-d'Or_00001
40178_FRA_L'Arbresle_00001,MA10007707,MS10007406,L'Arbresle_113943,LArbresle_113943_SC,40178_FRA_L'Arbresle_00001
SPRINT01484,MA09017380,MS09017121,'s-Hertogenbosch_110962,s-Hertogenbosch_110962_SC,SPRINT01484
39422_FRA_Villenave-d'Ornon_00001,MA17004452,MS17004311,Villenave-d'Ornon_107850,Villenave-dOrnon_107850_SC,39422_FRA_Villenave-d'Ornon_00001
TELSRCIT036,MA16004130,MS16004022,Cassina de' Pecchi_112977,Cassina de Pecchi_112977_SC,TELSRCIT036
SPRINT01509,MA09017378,MS09017119,'s-Gravenzande_109433,s-Gravenzande_109433_SC,SPRINT01509
COESH,MA09005110,MS09004981,Coeur d'Alene_112560,Coeur dAlene_112560_SC,COESH
660468_Anzola ,MA16003046,MS16002938,Anzola dell'Emilia (BO)_116346,Anzola dellEmilia (BO)_116346_SC,660468_Anzola 
33937_ITA_Sant'albino_00001,MA12006099,MS12005805,Sant'albino_113627,Santalbino_113627_SC,33937_ITA_Sant'albino_00001
_ORPHAN_ZF-EU-UK-FARE3_MS12004701_ORPHA,MA12004943,MS12004701,Bishop's Cleeve_109323,Bishops Cleeve_109323_SC,_ORPHAN_ZF-EU-UK-FARE3_MS12004701_ORPHA
CIS0049227_MS16005850,MA16005993,MS16005850,L'Alcora_111439,LAlcora_111439_SC,CIS0049227_MS16005850
33239_BEL_Braine-l'Alleud_00001,MA16001739,MS16001668,Braine-l'Alleud_111021,Braine-lAlleud_111021_SC,33239_BEL_Braine-l'Alleud_00001
XCANU008,MA09020070,MS09019811,St. John's_114860,St. Johns_114860_SC,XCANU008
43233_ATG_St John's_003,CI00062829,CI00062412,St John's_124167,St Johns_124167_SC,43233_ATG_St John's_003
43233_ATG_St John's_002,CI00062827,CI00062410,St John's_124165,St Johns_124165_SC,43233_ATG_St John's_002
4184_ITA_Ozzano dell'Emilia_00001,MA18005816,MS18005655,Ozzano dell'Emilia_118082,Ozzano dellEmilia_118082_SC,4184_ITA_Ozzano dell'Emilia_00001
St. John's,CI00064931,CI00064502,St John's_126317,St Johns_126317_SC,St. John's
HEI-CN-XIA-01,CI00061657,CI00061243,Xi'an_122966,Xian_122966_SC,HEI-CN-XIA-01
WNG-DCLL,MA09024395,MS09024067,O'Fallon_119386,OFallon_119386_SC,WNG-DCLL
_ORPHAN_672642_FRA_Villeneuve-d'Ascq_00,MAY5131940,MSY5130828,Villeneuve d'Ascq_128798,Villeneuve dAscq_128798_SC,_ORPHAN_672642_FRA_Villeneuve-d'Ascq_00
YYTCY,MA09007033,MS09006904,ST. JOHN'S_118498,ST. JOHNS_118498_SC,YYTCY
40178_FRA_Pont-l'Abbé-d'Arnoult_001,CI00065482,CI00065051,Pont-l'Abbé-d'Arnoult_126875,Pont-lAbbé-dArnoult_126875_SC,40178_FRA_Pont-l'Abbé-d'Arnoult_001
CA-STJ,CI00064359,CI00063934,St. John's_125740,St. Johns_125740_SC,CA-STJ
43233_ATG_St John's_001,CI00062825,CI00062408,St John's_124163,St Johns_124163_SC,43233_ATG_St John's_001
43233_ATG_St John's_004,CI00062832,CI00062415,St John's_124170,St Johns_124170_SC,43233_ATG_St John's_004
40178_FRA_Saint-Jean-d'Ardières_00001,MA10007919,MS10007609,Saint-Jean-d'Ardières_121097,Saint-Jean-dArdières_121097_SC,40178_FRA_Saint-Jean-d'Ardières_00001
10964_FRA_Notre-Dame-d'Oe_00002,MA09002996,MS09002923,Notre-Dame-d'Oé_126043,Notre-Dame-dOé_126043_SC,10964_FRA_Notre-Dame-d'Oe_00002
53849_OMN_Muaskar Al Murtafa'a_00001,MA12006333,MS12006031,Muaskar Al Murtafa'a_117735,Muaskar Al Murtafaa_117735_SC,53849_OMN_Muaskar Al Murtafa'a_00001
676185_CAN_Baie-d'Urfé_00001,MA10000070,MS10000068,Baie-d'Urfé_116704,Baie-dUrfé_116704_SC,676185_CAN_Baie-d'Urfé_00001
39088_CHN_Ji'an_00001,MA12006892,MS12006563,Ji'an_118285,Jian_118285_SC,39088_CHN_Ji'an_00001
4233_MLT_Ta' Xbiex_00001,MA09016092,MS09015835,Ta' Xbiex_118289,Ta Xbiex_118289_SC,4233_MLT_Ta' Xbiex_00001
56067_BMU_St.George's_00001,MA10012029,MS10011531,St.George's_118296,St.Georges_118296_SC,56067_BMU_St.George's_00001
39398_USA_O'fallon_00001,MA09003330,MS09003241,O'fallon_122348,Ofallon_122348_SC,39398_USA_O'fallon_00001
MCI-KIEPBX,MA09004552,MS09004423,Petropavlivs'ka Borshchahivka_122349,Petropavlivska Borshchahivka_122349_SC,MCI-KIEPBX
672034_NLD_'s-Hertogenbosch_001,CI00064395,CI00063970,'s-Hertogenbosch_125776,s-Hertogenbosch_125776_SC,672034_NLD_'s-Hertogenbosch_001
683099_FRA_Villeneuve-d'Ascq_001,CI00061730,CI00061315,Villeneuve-d'Ascq_123050,Villeneuve-dAscq_123050_SC,683099_FRA_Villeneuve-d'Ascq_001
673962_FRA_Gonfreville-L'Orcher_00001,MA09012224,MS09012068,Gonfreville-L'Orcher_116906,Gonfreville-LOrcher_116906_SC,673962_FRA_Gonfreville-L'Orcher_00001
54189_BMU_St.George's_00001,MA18001273,MS18001238,St.George's_121878,St.Georges_121878_SC,54189_BMU_St.George's_00001
683602_ISR_Be'er Sheva_001,CI00063891,CI00063467,Be'er Sheva_125256,Beer Sheva_125256_SC,683602_ISR_Be'er Sheva_001
33937_ITA_Sant'antuono_00001,MA12005962,MS12005673,Sant'antuono_118848,Santantuono_118848_SC,33937_ITA_Sant'antuono_00001
43027_MDV_Hulhudheli_00001,MAY6101302,MSY6101302,Male' City_125760,Male City_125760_SC,43027_MDV_Hulhudheli_00001
681372_Chebarkul_Stantsionnaya ulitsa,CI00063697,CI00063275,Chebarkul'_125057,Chebarkul_125057_SC,681372_Chebarkul_Stantsionnaya ulitsa
680234_UKR_Mariupol'_001,CI00064655,CI00064229,Mariupol'_126046,Mariupol_126046_SC,680234_UKR_Mariupol'_001
46059_ITA_Calusco d'Adda_00001,MA21001317,MS21001277,Calusco d'Adda_113565,Calusco dAdda_113565_SC,46059_ITA_Calusco d'Adda_00001
2812_ITA_Calusco D'adda_00001,MA21001516,MS21001469,Calusco D'adda_116244,Calusco Dadda_116244_SC,2812_ITA_Calusco D'adda_00001
33672_ITA_L'Aquila_00001,MA09013822,MS09013622,L'Aquila_111120,LAquila_111120_SC,33672_ITA_L'Aquila_00001
680830_FRA_Gonfreville-l'Orcher_001,CI00061945,CI00061530,Gonfreville-l'Orcher_123281,Gonfreville-lOrcher_123281_SC,680830_FRA_Gonfreville-l'Orcher_001
CISWESUA002,MA16003271,MS16003163,Dnipropetrovs'k_109874,Dnipropetrovsk_109874_SC,CISWESUA002
SLV_ICRC,CI00061486,CI00061073,Slovyans'k_114086,Slovyansk_114086_SC,SLV_ICRC
681372_Tyumen_Kamchatskaya ulitsa,MA50000155,MS50000185,Tyumen'_125031,Tyumen_125031_SC,681372_Tyumen_Kamchatskaya ulitsa
7787_FRA_L'Isle-sur-la-Sorgue_001,CI00063780,CI00063358,L'Isle-sur-la-Sorgue_125144,LIsle-sur-la-Sorgue_125144_SC,7787_FRA_L'Isle-sur-la-Sorgue_001
40247_BMU_St.George's_00001,MA16005576,MS16005444,St.George's_121552,St.Georges_121552_SC,40247_BMU_St.George's_00001
679096_ISR_Be'Er Sheva'_001,CI00061965,CI00061550,Be'Er Sheva`_123301,BeEr Sheva`_123301_SC,679096_ISR_Be'Er Sheva'_001
_ORPHAN_59438_ITA_Scurcola Marsicana_00,MAY4172148,MSY4187168,L'AQUILA_151160,LAQUILA_151160_SC,_ORPHAN_59438_ITA_Scurcola Marsicana_00
_ORPHAN_91_YEM_Sana'a__MIG739_ORPHAN_,MAY4164144,MSY4179164,Sana'a_140965,Sanaa_140965_SC,_ORPHAN_91_YEM_Sana'a__MIG739_ORPHAN_
_ORPHAN_18474_YEM_Sana'a_00001_ORPHAN_,MAY8157749,MSY8156637,Sana'a_148091,Sanaa_148091_SC,_ORPHAN_18474_YEM_Sana'a_00001_ORPHAN_
_ORPHAN_18473_YEM_Sana'a_00001_ORPHAN_,MAY6107097,MSY6107097,Sana'a_143771,Sanaa_143771_SC,_ORPHAN_18473_YEM_Sana'a_00001_ORPHAN_
675160_CHN_Xi'an_00002,CI00065625,CI00065192,Xi'an_139030,Xian_139030_SC,675160_CHN_Xi'an_00002
_ORPHAN_41845_USA_O'Fallon_00001_ORPHAN_,MAY4136411,MSY4141223,O'Fallon_133469,OFallon_133469_SC,_ORPHAN_41845_USA_O'Fallon_00001_ORPHAN_
_ORPHAN_55525_YEM_Sana'a_00001_ORPHAN_,MAY4169942,MSY4184962,Sana'a_142585,Sanaa_142585_SC,_ORPHAN_55525_YEM_Sana'a_00001_ORPHAN_
_ORPHAN_41845_FRA_Grenade-sur-l'Adour_0,MAY4136579,MSY4141391,Grenade sur l'adour_134397,Grenade sur ladour_134397_SC,_ORPHAN_41845_FRA_Grenade-sur-l'Adour_0
_ORPHAN_54318_YEM_Sana'a_00001_ORPHAN_,MAY4169594,MSY4184614,Sana'a_142065,Sanaa_142065_SC,_ORPHAN_54318_YEM_Sana'a_00001_ORPHAN_
_ORPHAN_671104_FRA_Boissy l'Aillerie_00,MAY4183179,MSY4198199,Boissy l'Aillerie_131189,Boissy lAillerie_131189_SC,_ORPHAN_671104_FRA_Boissy l'Aillerie_00
_ORPHAN_536938247_ORPHAN_,MAY4145340,MSY4160360,Pape'ete_141618,Papeete_141618_SC,_ORPHAN_536938247_ORPHAN_
_ORPHAN_672642_CAN_St. John's_00001_ORP,MAY5131704,MSY5130592,St. John's_153863,St. Johns_153863_SC,_ORPHAN_672642_CAN_St. John's_00001_ORP
40178_FRA_Villeneuve-d'Ascq_001,CI00065813,CI00065379,Villeneuve-d'Ascq_172200,Villeneuve-dAscq_172200_SC,40178_FRA_Villeneuve-d'Ascq_001
_DEDUP_6392_ESP_L'Hospitalet de Llobreg,MAY4134833,MSY4149853,L'Hospitalet del Llobregat_176535,LHospitalet del Llobregat_176535_SC,_DEDUP_6392_ESP_L'Hospitalet de Llobreg
_DEDUP_6392_ESP_LHospitalet de Llobrega,MAY5110399,MSY5109287,L'Hospitalet del Llobregat_176536,LHospitalet del Llobregat_176536_SC,_DEDUP_6392_ESP_LHospitalet de Llobrega
_DEDUP_6392_ESP_Hospitalet de Llobregat,MAY5110402,MSY5109290,L'Hospitalet del Llobregat_176537,LHospitalet del Llobregat_176537_SC,_DEDUP_6392_ESP_Hospitalet de Llobregat
44453_ITA_Cornate d'Adda_001,CI00066011,CI00065577,Cornate d'Adda_172388,Cornate dAdda_172388_SC,44453_ITA_Cornate d'Adda_001
_DEDUP_39088_FRA_Villeneuve-dAscq_00001,MAY4118009,MSY4122821,VILLENEUVE D'ASCQ_176167,VILLENEUVE DASCQ_176167_SC,_DEDUP_39088_FRA_Villeneuve-dAscq_00001
6392_FRA_Saint-Jean-d'Aulps_00001,MAY2135180,MSY4150200,SAINT JEAN D'AULPS_174238,SAINT JEAN DAULPS_174238_SC,6392_FRA_Saint-Jean-d'Aulps_00001
6392_ESP_Hospitalet de Llobregat (L')_0,MAY2134834,MSY4149854,L'Hospitalet del Llobregat_174296,LHospitalet del Llobregat_174296_SC,6392_ESP_Hospitalet de Llobregat (L')_0
6392_FRA_Saint-Andre-de-l'Eure_00001,MAY4135376,MSY4150396,Saint Andre De L'Eure_174430,Saint Andre De LEure_174430_SC,6392_FRA_Saint-Andre-de-l'Eure_00001
_ORPHAN_56753_YEM_Sana'a_00001_ORPHAN_,MAY4170423,MSY4185443,Sana'a_169045,Sanaa_169045_SC,_ORPHAN_56753_YEM_Sana'a_00001_ORPHAN_
_ORPHAN_58014_YEM_Sana'a_00001_ORPHAN_,MAY4171071,MSY4186091,Sana'a_168495,Sanaa_168495_SC,_ORPHAN_58014_YEM_Sana'a_00001_ORPHAN_
679676_USA_Lihu'e_001,CI00066081,CI00065646,Lihu'e_172454,Lihue_172454_SC,679676_USA_Lihu'e_001
Canon France Nord-Ouest LilleTemp. 2015,CI00066091,CI00065656,Villeneuve-d'Ascq_172462,Villeneuve-dAscq_172462_SC,Canon France Nord-Ouest LilleTemp. 2015
39398_FRA_Champagne-au-Mont-d'Or_00001,MAY5141634,MSY5140522,Champagne-au-Mont-d'Or_173465,Champagne-au-Mont-dOr_173465_SC,39398_FRA_Champagne-au-Mont-d'Or_00001
_ORPHAN_41845_BEL_Braine-l'Alleud_00001,MAY4136785,MSY4141597,Braine-l'Alleud_166905,Braine-lAlleud_166905_SC,_ORPHAN_41845_BEL_Braine-l'Alleud_00001
1342510288,MAY4143400,MSY4158420,Notre Dame d'Oe_172256,Notre Dame dOe_172256_SC,1342510288
_ORPHAN_1342436858_ORPHAN_,MAY4153086,MSY4168106,Villeneuve d'Ascq_170085,Villeneuve dAscq_170085_SC,_ORPHAN_1342436858_ORPHAN_
44077_GBR_Bishop's Cleeve_00001,MAY2132746,MSY4147766,Bishop's Cleeve_173870,Bishops Cleeve_173870_SC,44077_GBR_Bishop's Cleeve_00001
_ORPHAN_32016_FRA_Gonfreville-l'Orcher_,MAY4154919,MSY4169939,Gonfreville-l'Orcher_170895,Gonfreville-lOrcher_170895_SC,_ORPHAN_32016_FRA_Gonfreville-l'Orcher_
_DEDUP_39088_FRA_Villeneuve-d'Ascq_0000,MAY2130815,MSY4145835,VILLENEUVE D'ASCQ_175613,VILLENEUVE DASCQ_175613_SC,_DEDUP_39088_FRA_Villeneuve-d'Ascq_0000
LILLEV_,MAG5319063,MSG5319467,Villeneuve-d'Ascq_175614,Villeneuve-dAscq_175614_SC,LILLEV_
675160_CHN_Xi'an_00005,CI00072573,CI00072024,Xi'an_192958,Xian_192958_SC,675160_CHN_Xi'an_00005
680830_FRA_Villeneuve-d'Ascq_001,CI00075447,CI00074884,Villeneuve-d'Ascq_196642,Villeneuve-dAscq_196642_SC,680830_FRA_Villeneuve-d'Ascq_001
5309_FRA_Villeneuve-d'Ascq_001,CI00068041,CI00067590,Villeneuve-d'Ascq_186185,Villeneuve-dAscq_186185_SC,5309_FRA_Villeneuve-d'Ascq_001
Canon FR Nord-Ouest LilleTemp. 2015,CI00068275,CI00067795,Villeneuve-d'Ascq_186583,Villeneuve-dAscq_186583_SC,Canon FR Nord-Ouest LilleTemp. 2015
6392_ESP_L'Hospitalet del Llobregat_001,CI00071430,CI00070900,L'Hospitalet del Llobregat_191667,LHospitalet del Llobregat_191667_SC,6392_ESP_L'Hospitalet del Llobregat_001
FRA - St Nicolas Aliermont,BLA0001401,BLS0001401,Saint-Nicolas-d'Aliermont_192725,Saint-Nicolas-dAliermont_192725_SC,FRA - St Nicolas Aliermont
_DEDUP_680234_YEM_Sa'dah_00001_DEDUP_,MAY4187223,MSY4202243,Sa'dah_188297,Sadah_188297_SC,_DEDUP_680234_YEM_Sa'dah_00001_DEDUP_
672436_FRA_Saint-Seurin-sur-l'Isle_00001,MAY4183863,MSY4198883,Saint-Seurin-sur-l'Isle_194337,Saint-Seurin-sur-lIsle_194337_SC,672436_FRA_Saint-Seurin-sur-l'Isle_00001
8036_PYF_Pape'ete_001,CI00072022,CI00071475,Pape'ete_192257,Papeete_192257_SC,8036_PYF_Pape'ete_001
676_CAN_St John's_00001,MA10015681,MS10015089,St John's_194383,St Johns_194383_SC,676_CAN_St John's_00001
6392_ESP_L'Escala_00001,MA10004027,MS10003935,L'Escala_194213,LEscala_194213_SC,6392_ESP_L'Escala_00001
_DEDUP_40178_FRA_Cazaux-dAngles_00001_D,MAY4118950,MSY4123762,Cazaux-d'Angles_182935,Cazaux-dAngles_182935_SC,_DEDUP_40178_FRA_Cazaux-dAngles_00001_D
_DEDUP_KAZ_DEDUP_,MAG4101244,MSG4101259,Kazan'_182333,Kazan_182333_SC,_DEDUP_KAZ_DEDUP_
_DEDUP_6392_FRA_Les Aix-d'Angillon_0000,MAY7115644,MSY7115644,Les Aix-d'Angillon_177622,Les Aix-dAngillon_177622_SC,_DEDUP_6392_FRA_Les Aix-d'Angillon_0000
_DEDUP_1342548410_DEDUP_,MAY4146523,MSY4161543,Bishop's Cleeve_179678,Bishops Cleeve_179678_SC,_DEDUP_1342548410_DEDUP_
_DEDUP_44077_GBR_Bishops Cleeve_00008_D,MAY4121613,MSY4126425,Bishop's Cleeve_179679,Bishops Cleeve_179679_SC,_DEDUP_44077_GBR_Bishops Cleeve_00008_D
_DEDUP_6392_FRA_L'Isle-Adam_00001_DEDUP_,MAY4135405,MSY4150425,L'Isle-Adam_180564,LIsle-Adam_180564_SC,_DEDUP_6392_FRA_L'Isle-Adam_00001_DEDUP_
_DEDUP_6392_FRA_Saint-Jean-dAulps_00003,MAY5111895,MSY5110783,SAINT JEAN D'AULPS_185195,SAINT JEAN DAULPS_185195_SC,_DEDUP_6392_FRA_Saint-Jean-dAulps_00003
_DEDUP_6392_FRA_Prunieres_00001_DEDUP_,MAY5111362,MSY5110250,Saint-Ch?ly-d'Apcher_185213,Saint-Ch?ly-dApcher_185213_SC,_DEDUP_6392_FRA_Prunieres_00001_DEDUP_
_DEDUP_6392_FRA_Aire-sur-l'Adour_00003_,MAY6102414,MSY6102414,Aire-sur-l'Adour_181144,Aire-sur-lAdour_181144_SC,_DEDUP_6392_FRA_Aire-sur-l'Adour_00003_
_DEDUP_6392_FRA_Saint-Martin-dAuxigny_0,MAY5112080,MSY5110968,Saint-Martin-d'Auxigny_185244,Saint-Martin-dAuxigny_185244_SC,_DEDUP_6392_FRA_Saint-Martin-dAuxigny_0
_DEDUP_675160_CHN_Xi'an_00003_DEDUP_,CI00068622,CI00068121,Xi'an_186943,Xian_186943_SC,_DEDUP_675160_CHN_Xi'an_00003_DEDUP_
_DEDUP_6392_FRA_Berre-lEtang_00001_DEDU,MAY5110908,MSY5109796,Berre L'Etang_179935,Berre LEtang_179935_SC,_DEDUP_6392_FRA_Berre-lEtang_00001_DEDU
